Table_Number,Table_name,Table_sub_name,Breakdown,Section,Units,Value,Time_Period
Table 18,Maori farms by total land size and regional council,At 30 June 2022,15.Southland Region,"1,000 and over hectares",Count,3,2022
Table 18,Maori farms by total land size and regional council,At 30 June 2022,15.Southland Region,Total all farms,Count,21,2022
Table 18,Maori farms by total land size and regional council,At 30 June 2022,16. Tasman Region,Under 100 hectares,Count,3,2022
Table 18,Maori farms by total land size and regional council,At 30 June 2022,16. Tasman Region,100 to 399 hectares,Count,3,2022
Table 18,Maori farms by total land size and regional council,At 30 June 2022,16. Tasman Region,400 to 999 hectares,Count,0,2022
Table 18,Maori farms by total land size and regional council,At 30 June 2022,16. Tasman Region,"1,000 and over hectares",Count,0,2022
Table 18,Maori farms by total land size and regional council,At 30 June 2022,16. Tasman Region,Total all farms,Count,6,2022
Table 18,Maori farms by total land size and regional council,At 30 June 2022,18. Marlborough Region,Under 100 hectares,Count,6,2022
Table 18,Maori farms by total land size and regional council,At 30 June 2022,18. Marlborough Region,100 to 399 hectares,Count,3,2022
Table 18,Maori farms by total land size and regional council,At 30 June 2022,18. Marlborough Region,400 to 999 hectares,Count,0,2022
Table 18,Maori farms by total land size and regional council,At 30 June 2022,18. Marlborough Region,"1,000 and over hectares",Count,0,2022
Table 18,Maori farms by total land size and regional council,At 30 June 2022,18. Marlborough Region,Total all farms,Count,6,2022
Table 18,Maori farms by total land size and regional council,At 30 June 2022,99. Chatham Islands,Under 100 hectares,Count,0,2022
Table 18,Maori farms by total land size and regional council,At 30 June 2022,99. Chatham Islands,100 to 399 hectares,Count,3,2022
Table 18,Maori farms by total land size and regional council,At 30 June 2022,99. Chatham Islands,400 to 999 hectares,Count,3,2022
Table 18,Maori farms by total land size and regional council,At 30 June 2022,99. Chatham Islands,"1,000 and over hectares",Count,3,2022
Table 18,Maori farms by total land size and regional council,At 30 June 2022,99. Chatham Islands,Total all farms,Count,6,2022
Table 18,Maori farms by total land size and regional council,At 30 June 2022,New Zealand,Under 100 hectares,Count,360,2022
Table 18,Maori farms by total land size and regional council,At 30 June 2022,New Zealand,100 to 399 hectares,Count,213,2022
Table 18,Maori farms by total land size and regional council,At 30 June 2022,New Zealand,400 to 999 hectares,Count,84,2022
Table 18,Maori farms by total land size and regional council,At 30 June 2022,New Zealand,"1,000 and over hectares",Count,126,2022
Table 18,Maori farms by total land size and regional council,At 30 June 2022,New Zealand,Total all farms,Count,780,2022
Table 19,Maori farms by total land size and farm type,At 30 June 2022,A011100. Nursery Production (Under Cover),Under 100 hectares,Count,3,2022
Table 19,Maori farms by total land size and farm type,At 30 June 2022,A011100. Nursery Production (Under Cover),100 to 399 hectares,Count,0,2022
Table 19,Maori farms by total land size and farm type,At 30 June 2022,A011100. Nursery Production (Under Cover),400 to 999 hectares,Count,0,2022
Table 19,Maori farms by total land size and farm type,At 30 June 2022,A011100. Nursery Production (Under Cover),"1,000 and over hectares",Count,0,2022
Table 19,Maori farms by total land size and farm type,At 30 June 2022,A011100. Nursery Production (Under Cover),Total all farms,Count,3,2022
Table 19,Maori farms by total land size and farm type,At 30 June 2022,A011200. Nursery Production (Outdoors),Under 100 hectares,Count,3,2022
Table 19,Maori farms by total land size and farm type,At 30 June 2022,A011200. Nursery Production (Outdoors),100 to 399 hectares,Count,3,2022
Table 19,Maori farms by total land size and farm type,At 30 June 2022,A011200. Nursery Production (Outdoors),400 to 999 hectares,Count,0,2022
Table 19,Maori farms by total land size and farm type,At 30 June 2022,A011200. Nursery Production (Outdoors),"1,000 and over hectares",Count,0,2022
Table 19,Maori farms by total land size and farm type,At 30 June 2022,A011200. Nursery Production (Outdoors),Total all farms,Count,6,2022
Table 19,Maori farms by total land size and farm type,At 30 June 2022,A011400. Floriculture Production (Under Cover),Under 100 hectares,Count,3,2022
Table 19,Maori farms by total land size and farm type,At 30 June 2022,A011400. Floriculture Production (Under Cover),100 to 399 hectares,Count,0,2022
Table 19,Maori farms by total land size and farm type,At 30 June 2022,A011400. Floriculture Production (Under Cover),400 to 999 hectares,Count,0,2022
Table 19,Maori farms by total land size and farm type,At 30 June 2022,A011400. Floriculture Production (Under Cover),"1,000 and over hectares",Count,0,2022
Table 19,Maori farms by total land size and farm type,At 30 June 2022,A011400. Floriculture Production (Under Cover),Total all farms,Count,3,2022
Table 19,Maori farms by total land size and farm type,At 30 June 2022,A012200. Vegetable Growing (Under Cover),Under 100 hectares,Count,9,2022
Table 19,Maori farms by total land size and farm type,At 30 June 2022,A012200. Vegetable Growing (Under Cover),100 to 399 hectares,Count,0,2022
Table 19,Maori farms by total land size and farm type,At 30 June 2022,A012200. Vegetable Growing (Under Cover),400 to 999 hectares,Count,0,2022
Table 19,Maori farms by total land size and farm type,At 30 June 2022,A012200. Vegetable Growing (Under Cover),"1,000 and over hectares",Count,0,2022
Table 19,Maori farms by total land size and farm type,At 30 June 2022,A012200. Vegetable Growing (Under Cover),Total all farms,Count,9,2022
Table 19,Maori farms by total land size and farm type,At 30 June 2022,A012300. Vegetable Growing (Outdoors),Under 100 hectares,Count,6,2022
Table 19,Maori farms by total land size and farm type,At 30 June 2022,A012300. Vegetable Growing (Outdoors),100 to 399 hectares,Count,0,2022
Table 19,Maori farms by total land size and farm type,At 30 June 2022,A012300. Vegetable Growing (Outdoors),400 to 999 hectares,Count,3,2022
Table 19,Maori farms by total land size and farm type,At 30 June 2022,A012300. Vegetable Growing (Outdoors),"1,000 and over hectares",Count,3,2022
Table 19,Maori farms by total land size and farm type,At 30 June 2022,A012300. Vegetable Growing (Outdoors),Total all farms,Count,9,2022
Table 19,Maori farms by total land size and farm type,At 30 June 2022,A013100. Grape Growing,Under 100 hectares,Count,6,2022
Table 19,Maori farms by total land size and farm type,At 30 June 2022,A013100. Grape Growing,100 to 399 hectares,Count,3,2022
Table 19,Maori farms by total land size and farm type,At 30 June 2022,A013100. Grape Growing,400 to 999 hectares,Count,0,2022
Table 19,Maori farms by total land size and farm type,At 30 June 2022,A013100. Grape Growing,"1,000 and over hectares",Count,0,2022
Table 19,Maori farms by total land size and farm type,At 30 June 2022,A013100. Grape Growing,Total all farms,Count,9,2022
Table 19,Maori farms by total land size and farm type,At 30 June 2022,A013200. Kiwifruit Growing,Under 100 hectares,Count,66,2022
Table 19,Maori farms by total land size and farm type,At 30 June 2022,A013200. Kiwifruit Growing,100 to 399 hectares,Count,3,2022
Table 19,Maori farms by total land size and farm type,At 30 June 2022,A013200. Kiwifruit Growing,400 to 999 hectares,Count,0,2022
Table 19,Maori farms by total land size and farm type,At 30 June 2022,A013200. Kiwifruit Growing,"1,000 and over hectares",Count,0,2022
Table 19,Maori farms by total land size and farm type,At 30 June 2022,A013200. Kiwifruit Growing,Total all farms,Count,69,2022
Table 19,Maori farms by total land size and farm type,At 30 June 2022,A013300. Berry Fruit Growing,Under 100 hectares,Count,6,2022
Table 19,Maori farms by total land size and farm type,At 30 June 2022,A013300. Berry Fruit Growing,100 to 399 hectares,Count,0,2022
Table 19,Maori farms by total land size and farm type,At 30 June 2022,A013300. Berry Fruit Growing,400 to 999 hectares,Count,0,2022
Table 19,Maori farms by total land size and farm type,At 30 June 2022,A013300. Berry Fruit Growing,"1,000 and over hectares",Count,0,2022
Table 19,Maori farms by total land size and farm type,At 30 June 2022,A013300. Berry Fruit Growing,Total all farms,Count,6,2022
Table 19,Maori farms by total land size and farm type,At 30 June 2022,A013400. Apple and Pear Growing,Under 100 hectares,Count,3,2022
Table 19,Maori farms by total land size and farm type,At 30 June 2022,A013400. Apple and Pear Growing,100 to 399 hectares,Count,3,2022
Table 19,Maori farms by total land size and farm type,At 30 June 2022,A013400. Apple and Pear Growing,400 to 999 hectares,Count,0,2022
Table 19,Maori farms by total land size and farm type,At 30 June 2022,A013400. Apple and Pear Growing,"1,000 and over hectares",Count,0,2022
Table 19,Maori farms by total land size and farm type,At 30 June 2022,A013400. Apple and Pear Growing,Total all farms,Count,3,2022
Table 19,Maori farms by total land size and farm type,At 30 June 2022,A013500. Stone Fruit Growing,Under 100 hectares,Count,3,2022
Table 19,Maori farms by total land size and farm type,At 30 June 2022,A013500. Stone Fruit Growing,100 to 399 hectares,Count,0,2022
Table 19,Maori farms by total land size and farm type,At 30 June 2022,A013500. Stone Fruit Growing,400 to 999 hectares,Count,0,2022
Table 19,Maori farms by total land size and farm type,At 30 June 2022,A013500. Stone Fruit Growing,"1,000 and over hectares",Count,0,2022
Table 19,Maori farms by total land size and farm type,At 30 June 2022,A013500. Stone Fruit Growing,Total all farms,Count,3,2022
Table 19,Maori farms by total land size and farm type,At 30 June 2022,A013600. Citrus Fruit Growing,Under 100 hectares,Count,3,2022
Table 19,Maori farms by total land size and farm type,At 30 June 2022,A013600. Citrus Fruit Growing,100 to 399 hectares,Count,0,2022
Table 19,Maori farms by total land size and farm type,At 30 June 2022,A013600. Citrus Fruit Growing,400 to 999 hectares,Count,0,2022
Table 19,Maori farms by total land size and farm type,At 30 June 2022,A013600. Citrus Fruit Growing,"1,000 and over hectares",Count,0,2022
Table 19,Maori farms by total land size and farm type,At 30 June 2022,A013600. Citrus Fruit Growing,Total all farms,Count,3,2022
Table 19,Maori farms by total land size and farm type,At 30 June 2022,A013700. Olive Growing,Under 100 hectares,Count,3,2022
Table 19,Maori farms by total land size and farm type,At 30 June 2022,A013700. Olive Growing,100 to 399 hectares,Count,3,2022
Table 19,Maori farms by total land size and farm type,At 30 June 2022,A013700. Olive Growing,400 to 999 hectares,Count,0,2022
Table 19,Maori farms by total land size and farm type,At 30 June 2022,A013700. Olive Growing,"1,000 and over hectares",Count,0,2022
Table 19,Maori farms by total land size and farm type,At 30 June 2022,A013700. Olive Growing,Total all farms,Count,3,2022
Table 19,Maori farms by total land size and farm type,At 30 June 2022,A013900. Other Fruit and Tree Nut Growing,Under 100 hectares,Count,21,2022
Table 19,Maori farms by total land size and farm type,At 30 June 2022,A013900. Other Fruit and Tree Nut Growing,100 to 399 hectares,Count,0,2022
Table 19,Maori farms by total land size and farm type,At 30 June 2022,A013900. Other Fruit and Tree Nut Growing,400 to 999 hectares,Count,0,2022
Table 19,Maori farms by total land size and farm type,At 30 June 2022,A013900. Other Fruit and Tree Nut Growing,"1,000 and over hectares",Count,0,2022
Table 19,Maori farms by total land size and farm type,At 30 June 2022,A013900. Other Fruit and Tree Nut Growing,Total all farms,Count,21,2022
Table 19,Maori farms by total land size and farm type,At 30 June 2022,A014100. Sheep Farming (Specialised),Under 100 hectares,Count,15,2022
